,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,건물명
116,호라이즌,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 1250,세종특별자치시 세종특별자치시 마음로,
117,시크마선란,,소매,섬유·의복·신발 소매,기타 의류 소매업,속옷 및 잠옷 소매업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 태산리 113,세종특별자치시 세종특별자치시 장군면 태산길,
118,유성본가누룽지삼계탕,,음식,한식,국/탕/찌개류,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 269-10,세종특별자치시 세종특별자치시 조치원읍 행복길,
119,더달달,,소매,종합 소매,슈퍼마켓,"빵류, 과자류 및 당류 소매업",세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 1400,세종특별자치시 세종특별자치시 마음로,가락마을10단지
120,공감건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 657,세종특별자치시 세종특별자치시 가름로,세종비지니스센터
121,할리스커피세종,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 708,세종특별자치시 세종특별자치시 시청대로,세종드림빌딩
122,제이컴퍼니,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 도계리 226-1,세종특별자치시 세종특별자치시 장군면 안동네길,
123,써니텐,,음식,주점,생맥주 전문,생맥주 전문점,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 796,세종특별자치시 세종특별자치시 나성로,조이타워
124,김밥천국봉암점,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,연서면,연서면,세종특별자치시 세종특별자치시 연서면 봉암리 218-3,세종특별자치시 세종특별자치시 연서면 봉암길,
125,산들식당,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,전동면,전동면,세종특별자치시 세종특별자치시 전동면 노장리 639-1,세종특별자치시 세종특별자치시 전동면 운주산로,
126,금쪽닭발,,음식,한식,닭/오리고기 구이/찜,한식 일반 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 침산리 257-11,세종특별자치시 세종특별자치시 조치원읍 행복4길,
127,설빙,,음식,기타 간이,아이스크림/빙수,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1362,세종특별자치시 세종특별자치시 보듬3로,해피라움4
128,규카츠정나성점,,음식,일식,일식 카레/돈가스/덮밥,일식 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 791,세종특별자치시 세종특별자치시 나성로,애플타워
129,카나다그린푸드,,교육,기타 교육,외국어학원,외국어학원,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 710,세종특별자치시 세종특별자치시 시청대로,금강르네상스
130,반찬/식료품 소매업,,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 1408,세종특별자치시 세종특별자치시 마음로,가락마을9단지
131,세종현대리버파크공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,소담동,소담동,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로,코끼리타워
132,수통신,,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 759,세종특별자치시 세종특별자치시 남세종로,강남제일타워
133,남성컷,,수리·개인,이용·미용,미용실,이용업,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 2112,세종특별자치시 세종특별자치시 마음안1로,가락마을18단지근린생활시설
134,진성민속촌,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,부강면,부강면,세종특별자치시 세종특별자치시 부강면 부강리 1018-12,세종특별자치시 세종특별자치시 부강면 청연로,
135,민행리더스행정사사무소,,과학·기술,법무관련 ,행정사,기타 법무관련 서비스업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로,뱅크빌딩
136,하이로왕마라탕,,음식,중식,마라탕/훠궈,중식 음식점업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 정리 87-7,세종특별자치시 세종특별자치시 조치원읍 새내로,
137,브레인교육,,교육,일반 교육,입시·교과학원,일반 교과학원,세종특별자치시,세종특별자치시,보람동,보람동,세종특별자치시 세종특별자치시 보람동 756,세종특별자치시 세종특별자치시 남세종로,아평빌딩
138,디에스안전,,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 670,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
139,꿈이다스터디카페,,예술·스포츠,도서관·사적지,독서실/스터디 카페,그 외 기타 달리 분류되지 않은 개인 서비스업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로,중앙타운
140,만두네가,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 714,세종특별자치시 세종특별자치시 한누리대로,SR파크도시형생활주택
141,한아름보리밥,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1099,세종특별자치시 세종특별자치시 보듬7로,
142,"희,네일",,수리·개인,이용·미용,네일숍,기타 미용업,세종특별자치시,세종특별자치시,고운동,고운동,세종특별자치시 세종특별자치시 고운동 2088,세종특별자치시 세종특별자치시 만남로,삼성프라자
143,토라돈카츠,,음식,일식,일식 회/초밥,일식 음식점업,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1309,세종특별자치시 세종특별자치시 세종로,
144,약손,,수리·개인,욕탕·신체관리,마사지/안마,마사지업,세종특별자치시,세종특별자치시,금남면,금남면,세종특별자치시 세종특별자치시 금남면 용포리 127-2,세종특별자치시 세종특별자치시 금남면 용포로,
145,명금당,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,세종특별자치시,세종특별자치시,부강면,부강면,세종특별자치시 세종특별자치시 부강면 부강리 438-2,세종특별자치시 세종특별자치시 부강면 부강4길,
146,정원엔지니어링,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 103-8,세종특별자치시 세종특별자치시 조치원읍 군청로,
147,신우플랜,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 752,세종특별자치시 세종특별자치시 한누리대로,한림프라자
148,서울명품옷수선,,수리·개인,기타 가정용품 수리,의류/이불 수선업,의복 및 기타 가정용 직물제품 수리업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 712,세종특별자치시 세종특별자치시 한누리대로,세종퍼스트타워
149,우주커피,,음식,비알코올 ,카페,커피 전문점,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 608,세종특별자치시 세종특별자치시 도움8로,세종일번가
150,미처버린신발,,소매,섬유·의복·신발 소매,신발 소매업,신발 소매업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 6-9,세종특별자치시 세종특별자치시 조치원읍 조치원로,
151,GS25세종번암점,,소매,종합 소매,편의점,체인화 편의점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 번암리 75-1,세종특별자치시 세종특별자치시 조치원읍 군청로,
152,대복식당,,음식,한식,백반/한정식,한식 일반 음식점업,세종특별자치시,세종특별자치시,연기면,연기면,세종특별자치시 세종특별자치시 연기면 연기리 427-1,세종특별자치시 세종특별자치시 연기면 당산로,
